competition_id;team_id;player_id;half_time;match_run_time_in_ms;match_run_time;match_time_in_ms;match_time;ball_state;player_injury_signs;contact_type;contact_type_detail;body_profile;injury_body_location;body_part;injured_player_velocity;jump_detail;run_detail;run_detail_extra;other_player_body_location;other_player_body_part;other_player_velocity;other_player_jump_detail;other_player_run_detail;other_player_run_detail_extra;game_reaction;referee_action;referee_action_play_stopped;medic_required;assessment_required_on_pitch;assessment_required_pitch_side;injury_outcome;injury_outcome_action;injured_player_sanction;other_player_sanction;time_from_injury_start_to_injury_outcome;time_from_injury_start_to_player_injury_signs;time_from_referee_action_to_medic_required;time_from_injury_start_to_medic_required;time_from_medic_required_to_assessment_starting_on_pitch;assessment_on_pitch_time;assessment_pitch_side_time;total_assessment_time;closest_player_action;closest_player_action_pressure;player_tactical_starting_position;match_number;match_name;team_name;player_name;player_shirt_number;competition_name;match_id
;;;;;;;;;;direct_contact;opposing_player;;;hip_pelvis_groin;;;;;;;;;;;;no_action;;medic_required;TRUE;;;;;;;;;;;160.320735;;;duel;;;12;;TEAM FOXTROT;;;;
;;;;;;;;;;direct_contact;pitch_object;;;unidentifiable;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;28;;TEAM JULIETT;;;;
;;;;;;;;;;non_contact;opposing_player;;;elbow;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;pushing_on;;;8;;TEAM PAPA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;neck;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;aerial_duel;;;3;;TEAM ECHO;;;;
;;;;;;;;;;direct_contact;opposing_player;;;lower_leg;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;pass;;;22;;TEAM JULIETT;;;;
;;;;;;;;;;direct_contact;opposing_player;;;unidentifiable;;;;;;;;;;;;play_on;;medic_not_required;TRUE;;;;;;;;;;;20.426646;;;pushing_on;;;12;;TEAM FOXTROT;;;;
;;;;;;;;;;direct_contact;opposing_player;;;trunk;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;duel;;;26;;TEAM ECHO;;;;
;;;;;;;;;;non_contact;opposing_player;;;knee;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;interception;;;14;;TEAM LIMA;;;;
;;;;;;;;;;non_contact;opposing_player;;;thigh;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;26;;TEAM ECHO;;;;
;;;;;;;;;;non_contact;opposing_player;;;shoulder;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;pressing;;;19;;TEAM ECHO;;;;
;;;;;;;;;;direct_contact;opposing_player;;;hip_pelvis_groin;;;;;;;;;;;;play_stopped;foul_for;medic_not_required;FALSE;;;;;;;;;;;;;;offer;;;4;;TEAM GOLF;;;;
;;;;;;;;;;direct_contact;opposing_player;;;hip_pelvis_groin;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;pushing_on;;;8;;TEAM PAPA;;;;
;;;;;;;;;;direct_contact;other;;;ankle;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;duel;;;6;;TEAM KILO;;;;
;;;;;;;;;;direct_contact;opposing_player;;;unidentifiable;;;;;;;;;;;;play_on;;medic_required;TRUE;;;;;;;;;;;217.743116;;;aerial_control;;;22;;TEAM JULIETT;;;;
;;;;;;;;;;direct_contact;opposing_player;;;hands;;;;;;;;;;;;play_stopped;injury_stoppage;medic_not_required;FALSE;;;;;;;;;;;;;;pushing_on;;;32;;TEAM MIKE;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;trunk;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;ball_progression;;;27;;TEAM INDIA;;;;
;;;;;;;;;;direct_contact;pitch_object;;;upper_arm;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;offer;;;24;;TEAM OSCAR;;;;
;;;;;;;;;;indirect_contact;pitch_object;;;head;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;pushing_on;;;6;;TEAM LIMA;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;shoulder;;;;;;;;;;;;play_on;;medic_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;30;;TEAM MIKE;;;;
;;;;;;;;;;non_contact;ball_contact;;;upper_arm;;;;;;;;;;;;play_on;;medic_required;FALSE;;;sub;;;;;;;;;;;pushing_on;;;29;;TEAM ALPHA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;lower_arm;;;;;;;;;;;;play_stopped;other;medic_not_required;FALSE;;;;;;;;;;;;;;duel;;;3;;TEAM FOXTROT;;;;
;;;;;;;;;;direct_contact;teammate;;;lower_arm;;;;;;;;;;;;play_stopped;other;medic_not_required;FALSE;;;;;;;;;;;;;;aerial_duel;;;19;;TEAM ECHO;;;;
;;;;;;;;;;direct_contact;opposing_player;;;unidentifiable;;;;;;;;;;;;play_stopped;teammate_foul_for;medic_not_required;FALSE;;;;;;;;;;;;;;interception;;;26;;TEAM BRAVO;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;hands;;;;;;;;;;;;play_on;;medic_required;FALSE;;;;;;;;;;;;;;ball_progression;;;17;;TEAM ALPHA;;;;
;;;;;;;;;;non_contact;opposing_player;;;ankle;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;block;;;21;;TEAM LIMA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;knee;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;2;;TEAM CHARLIE;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;unidentifiable;;;;;;;;;;;;play_stopped;other;medic_required;FALSE;;;;;;;;;;;;;;aerial_control;;;18;;TEAM BRAVO;;;;
;;;;;;;;;;non_contact;teammate;;;foot;;;;;;;;;;;;play_stopped;foul_against;medic_not_required;FALSE;;;;;;;;;;;;;;aerial_control;;;32;;TEAM MIKE;;;;
;;;;;;;;;;direct_contact;teammate;;;foot;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;offer;;;3;;TEAM FOXTROT;;;;
;;;;;;;;;;direct_contact;opposing_player;;;unidentifiable;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;pass;;;12;;TEAM FOXTROT;;;;
;;;;;;;;;;direct_contact;opposing_player;;;lower_leg;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;sub;;;;;;;;;;;pushing_on;;;20;;TEAM FOXTROT;;;;
;;;;;;;;;;indirect_contact;pitch_object;;;head;;;;;;;;;;;;play_stopped;foul_for;medic_required;FALSE;;;;;;;;;;;;;;ball_progression;;;4;;TEAM GOLF;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;knee;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;defensive_line_support;;;14;;TEAM LIMA;;;;
;;;;;;;;;;direct_contact;pitch_object;;;knee;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_not_required;FALSE;;;;;;;;;;;;;;ball_progression;;;23;;TEAM PAPA;;;;
;;;;;;;;;;indirect_contact;ball_contact;;;ankle;;;;;;;;;;;;play_stopped;injury_stoppage;medic_not_required;FALSE;;;;;;;;;;;;;;aerial_control;;;15;;TEAM OSCAR;;;;
;;;;;;;;;;indirect_contact;ball_contact;;;lower_arm;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;sub;;;;;;;;;;;block;;;5;;TEAM JULIETT;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;upper_arm;;;;;;;;;;;;play_stopped;other;medic_not_required;FALSE;;;;;;;;;;;;;;aerial_duel;;;6;;TEAM KILO;;;;
;;;;;;;;;;direct_contact;opposing_player;;;lower_arm;;;;;;;;;;;;no_action;;medic_required;FALSE;;;;;;;;;;;;;;offer;;;20;;TEAM FOXTROT;;;;
;;;;;;;;;;non_contact;teammate;;;lower_leg;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;duel;;;18;;TEAM BRAVO;;;;
;;;;;;;;;;non_contact;opposing_player;;;knee;;;;;;;;;;;;no_action;;medic_not_required;TRUE;;;;;;;;;;;49.306788;;;pushing_on;;;17;;TEAM DELTA;;;;
;;;;;;;;;;direct_contact;other;;;neck;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;yellow_card;;;;;;;;;attempt_at_goal;;;1;;TEAM BRAVO;;;;
;;;;;;;;;;direct_contact;teammate;;;upper_arm;;;;;;;;;;;;play_stopped;injury_stoppage;medic_required;FALSE;;;;;;;;;;;;;;offer;;;15;;TEAM OSCAR;;;;
;;;;;;;;;;direct_contact;opposing_player;;;shoulder;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;aerial_control;;;30;;TEAM ECHO;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;foot;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;pressing;;;31;;TEAM ALPHA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;trunk;;;;;;;;;;;;play_on;;medic_not_required;TRUE;;;;;;;;;;;163.498246;;;clearance;;;3;;TEAM FOXTROT;;;;
;;;;;;;;;;direct_contact;opposing_player;;;hip_pelvis_groin;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;interception;;;12;;TEAM HOTEL;;;;
;;;;;;;;;;indirect_contact;ball_contact;;;unidentifiable;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;pushing_on;;;2;;TEAM CHARLIE;;;;
;;;;;;;;;;direct_contact;pitch_object;;;trunk;;;;;;;;;;;;play_stopped;other;medic_not_required;FALSE;;;;yellow_card;;;;;;;;;;interception;;;8;;TEAM OSCAR;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;hip_pelvis_groin;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;yellow_card;;;;;;;;;;aerial_duel;;;18;;TEAM CHARLIE;;;;
;;;;;;;;;;direct_contact;opposing_player;;;trunk;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;duel;;;8;;TEAM OSCAR;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;shoulder;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;aerial_duel;;;4;;TEAM GOLF;;;;
;;;;;;;;;;indirect_contact;other;;;ankle;;;;;;;;;;;;play_on;;medic_required;FALSE;;;;;;;;;;;;;;defensive_line_support;;;7;;TEAM MIKE;;;;
;;;;;;;;;;direct_contact;opposing_player;;;knee;;;;;;;;;;;;no_action;;medic_required;FALSE;;;;;;;;;;;;;;clearance;;;32;;TEAM MIKE;;;;
;;;;;;;;;;direct_contact;opposing_player;;;shoulder;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;pressing;;;9;;TEAM ALPHA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;lower_arm;;;;;;;;;;;;play_stopped;other;medic_not_required;FALSE;;;;;;;;;;;;;;clearance;;;29;;TEAM ALPHA;;;;
;;;;;;;;;;direct_contact;pitch_object;;;knee;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;block;;;1;;TEAM ALPHA;;;;
;;;;;;;;;;direct_contact;pitch_object;;;thigh;;;;;;;;;;;;play_stopped;foul_for;medic_required;FALSE;;;;;2nd_yellow_card;;;;;;;;;pushing_on;;;16;;TEAM PAPA;;;;
;;;;;;;;;;direct_contact;pitch_object;;;neck;;;;;;;;;;;;play_on;;medic_required;FALSE;;;;;;;;;;;;;;aerial_control;;;30;;TEAM ECHO;;;;
;;;;;;;;;;direct_contact;opposing_player;;;trunk;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_required;FALSE;;;;;;;;;;;;;;pressing;;;2;;TEAM CHARLIE;;;;
;;;;;;;;;;non_contact;opposing_player;;;unidentifiable;;;;;;;;;;;;play_on;;medic_required;FALSE;;;;;;;;;;;;;;defensive_line_support;;;8;;TEAM PAPA;;;;
;;;;;;;;;;direct_contact;pitch_object;;;foot;;;;;;;;;;;;play_on;;medic_required;FALSE;;;;;;;;;;;;;;goal_prevention;;;3;;TEAM ECHO;;;;
;;;;;;;;;;non_contact;opposing_player;;;head;;;;;;;;;;;;play_stopped;foul_for;medic_required;FALSE;;;;;;;;;;;;;;pass;;;18;;TEAM CHARLIE;;;;
;;;;;;;;;;direct_contact;ball_contact;;;head;;;;;;;;;;;;no_action;;medic_required;FALSE;;;;;;;;;;;;;;goal_prevention;;;16;;TEAM PAPA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;unidentifiable;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_not_required;FALSE;;;;;;;;;;;;;;block;;;1;;TEAM BRAVO;;;;
;;;;;;;;;;direct_contact;other;;;lower_leg;;;;;;;;;;;;play_stopped;other;medic_not_required;FALSE;;;;;;;;;;;;;;goal_prevention;;;1;;TEAM ALPHA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;elbow;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;sub;;;;;;;;;;;aerial_duel;;;25;;TEAM FOXTROT;;;;
;;;;;;;;;;direct_contact;opposing_player;;;foot;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;yellow_card;;;;;;;;;aerial_control;;;10;;TEAM DELTA;;;;
;;;;;;;;;;indirect_contact;teammate;;;unidentifiable;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_not_required;FALSE;;;;;;;;;;;;;;ball_progression;;;31;;TEAM ECHO;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;ankle;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;aerial_duel;;;10;;TEAM DELTA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;foot;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;offer;;;10;;TEAM DELTA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;ankle;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;5;;TEAM JULIETT;;;;
;;;;;;;;;;direct_contact;opposing_player;;;unidentifiable;;;;;;;;;;;;play_stopped;foul_against;medic_not_required;TRUE;;;;;;;;;;;260.976114;;;pressing;;;27;;TEAM INDIA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;knee;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;offer;;;20;;TEAM FOXTROT;;;;
;;;;;;;;;;unidentifiable;opposing_player;;;hands;;;;;;;;;;;;no_action;;medic_required;FALSE;;;;;;;;;;;;;;clearance;;;28;;TEAM MIKE;;;;
;;;;;;;;;;indirect_contact;other;;;lower_arm;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;ball_progression;;;24;;TEAM NOVEMBER;;;;
;;;;;;;;;;direct_contact;ball_contact;;;head;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;clearance;;;32;;TEAM INDIA;;;;
;;;;;;;;;;non_contact;opposing_player;;;lower_arm;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_not_required;FALSE;;;;;;;;;;;;;;pressing;;;14;;TEAM LIMA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;trunk;;;;;;;;;;;;no_action;;medic_required;FALSE;;;;;;;;;;;;;;offer;;;28;;TEAM JULIETT;;;;
;;;;;;;;;;direct_contact;other;;;unidentifiable;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;interception;;;26;;TEAM BRAVO;;;;
;;;;;;;;;;direct_contact;opposing_player;;;shoulder;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;pass;;;22;;TEAM KILO;;;;
;;;;;;;;;;direct_contact;teammate;;;lower_arm;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;aerial_control;;;16;;TEAM PAPA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;knee;;;;;;;;;;;;play_on;;medic_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;26;;TEAM BRAVO;;;;
;;;;;;;;;;direct_contact;other;;;shoulder;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;ball_progression;;;23;;TEAM PAPA;;;;
;;;;;;;;;;direct_contact;ball_contact;;;elbow;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_required;FALSE;;;;;;;;;;;;;;interception;;;17;;TEAM DELTA;;;;
;;;;;;;;;;direct_contact;pitch_object;;;elbow;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;pushing_on;;;20;;TEAM FOXTROT;;;;
;;;;;;;;;;non_contact;opposing_player;;;shoulder;;;;;;;;;;;;play_stopped;foul_against;medic_not_required;FALSE;;;;;;;;;;;;;;interception;;;28;;TEAM JULIETT;;;;
;;;;;;;;;;unidentifiable;opposing_player;;;trunk;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;sub;;;;;;;;;;;attempt_at_goal;;;13;;TEAM KILO;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;hip_pelvis_groin;;;;;;;;;;;;play_stopped;injury_stoppage;medic_not_required;FALSE;;;;;;;;;;;;;;pass;;;16;;TEAM PAPA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;ankle;;;;;;;;;;;;play_stopped;foul_for;medic_not_required;FALSE;;;;;;;;;;;;;;interception;;;30;;TEAM MIKE;;;;
;;;;;;;;;;direct_contact;opposing_player;;;trunk;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_not_required;FALSE;;;;;yellow_card;;;;;;;;;interception;;;8;;TEAM OSCAR;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;thigh;;;;;;;;;;;;play_on;;medic_required;FALSE;;;;;;;;;;;;;;aerial_control;;;4;;TEAM GOLF;;;;
;;;;;;;;;;direct_contact;opposing_player;;;ankle;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;interception;;;11;;TEAM GOLF;;;;
;;;;;;;;;;direct_contact;other;;;knee;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;interception;;;19;;TEAM ECHO;;;;
;;;;;;;;;;direct_contact;teammate;;;ankle;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;pass;;;19;;TEAM ECHO;;;;
;;;;;;;;;;indirect_contact;teammate;;;elbow;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_not_required;FALSE;;;;;;;;;;;;;;active_engagement;;;1;;TEAM BRAVO;;;;
;;;;;;;;;;direct_contact;opposing_player;;;head;;;;;;;;;;;;play_stopped;other;medic_not_required;FALSE;;;;;;;;;;;;;;block;;;17;;TEAM ALPHA;;;;
;;;;;;;;;;direct_contact;ball_contact;;;upper_arm;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_not_required;FALSE;;;;;;;;;;;;;;active_engagement;;;8;;TEAM OSCAR;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;hands;;;;;;;;;;;;play_on;;medic_required;FALSE;;;;;;;;;;;;;;pressing;;;21;;TEAM LIMA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;lower_arm;;;;;;;;;;;;no_action;;medic_required;FALSE;;;;;;;;;;;;;;clearance;;;24;;TEAM OSCAR;;;;
;;;;;;;;;;direct_contact;opposing_player;;;head;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;pass;;;21;;TEAM LIMA;;;;
;;;;;;;;;;non_contact;opposing_player;;;unidentifiable;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_required;FALSE;;;;;;;;;;;;;;aerial_control;;;10;;TEAM BRAVO;;;;
;;;;;;;;;;indirect_contact;other;;;shoulder;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_not_required;FALSE;;;;;;;;;;;;;;pressing;;;25;;TEAM FOXTROT;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;thigh;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;4;;TEAM GOLF;;;;
;;;;;;;;;;direct_contact;ball_contact;;;neck;;;;;;;;;;;;play_stopped;foul_for;medic_not_required;TRUE;;;;;yellow_card;;;;;;273.035321;;;duel;;;26;;TEAM ECHO;;;;
;;;;;;;;;;direct_contact;opposing_player;;;ankle;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;pushing_on;;;8;;TEAM OSCAR;;;;
;;;;;;;;;;non_contact;opposing_player;;;ankle;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;aerial_control;;;24;;TEAM OSCAR;;;;
;;;;;;;;;;direct_contact;opposing_player;;;trunk;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;aerial_control;;;1;;TEAM BRAVO;;;;
;;;;;;;;;;non_contact;opposing_player;;;thigh;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;sub;;;;;;;;;;;interception;;;14;;TEAM JULIETT;;;;
;;;;;;;;;;non_contact;ball_contact;;;upper_arm;;;;;;;;;;;;no_action;;medic_required;FALSE;;;;;;;;;;;;;;pressing;;;14;;TEAM LIMA;;;;
;;;;;;;;;;direct_contact;ball_contact;;;elbow;;;;;;;;;;;;play_stopped;other;medic_required;FALSE;;;;;;;;;;;;;;aerial_control;;;17;;TEAM DELTA;;;;
;;;;;;;;;;direct_contact;other;;;shoulder;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;pushing_on;;;3;;TEAM ECHO;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;neck;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_not_required;TRUE;;;;;;;;;;;211.745416;;;aerial_control;;;12;;TEAM HOTEL;;;;
;;;;;;;;;;direct_contact;opposing_player;;;knee;;;;;;;;;;;;play_stopped;foul_for;medic_not_required;FALSE;;;;;;;;;;;;;;goal_prevention;;;8;;TEAM OSCAR;;;;
;;;;;;;;;;direct_contact;teammate;;;hip_pelvis_groin;;;;;;;;;;;;no_action;;medic_required;FALSE;;;;;;;;;;;;;;duel;;;21;;TEAM LIMA;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;lower_leg;;;;;;;;;;;;play_on;;medic_required;FALSE;;;sub;;;;;;;;;;;block;;;1;;TEAM BRAVO;;;;
;;;;;;;;;;direct_contact;teammate;;;upper_arm;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_not_required;FALSE;;;;;;;;;;;;;;goal_prevention;;;14;;TEAM LIMA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;lower_leg;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;21;;TEAM INDIA;;;;
;;;;;;;;;;direct_contact;other;;;shoulder;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;sub;;;;;;;;;;;aerial_control;;;30;;TEAM MIKE;;;;
;;;;;;;;;;direct_contact;ball_contact;;;shoulder;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;defensive_line_support;;;2;;TEAM CHARLIE;;;;
;;;;;;;;;;direct_contact;pitch_object;;;trunk;;;;;;;;;;;;no_action;;medic_required;TRUE;;;;;;;;;;;185.313786;;;aerial_control;;;21;;TEAM LIMA;;;;
;;;;;;;;;;direct_contact;teammate;;;neck;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;interception;;;17;;TEAM ALPHA;;;;
;;;;;;;;;;direct_contact;teammate;;;foot;;;;;;;;;;;;play_stopped;teammate_foul_for;medic_not_required;FALSE;;;;;;;;;;;;;;active_engagement;;;19;;TEAM ECHO;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;trunk;;;;;;;;;;;;play_on;;medic_not_required;TRUE;;;;;;;;;;;271.702545;;;pass;;;27;;TEAM INDIA;;;;
;;;;;;;;;;non_contact;other;;;unidentifiable;;;;;;;;;;;;no_action;;medic_not_required;TRUE;;;;yellow_card;yellow_card;;;;;;271.860891;;;clearance;;;8;;TEAM PAPA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;head;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;ball_progression;;;15;;TEAM MIKE;;;;
;;;;;;;;;;direct_contact;teammate;;;lower_arm;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;active_engagement;;;5;;TEAM INDIA;;;;
;;;;;;;;;;unidentifiable;opposing_player;;;hands;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;pressing;;;12;;TEAM FOXTROT;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;lower_arm;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;offer;;;13;;TEAM KILO;;;;
;;;;;;;;;;direct_contact;ball_contact;;;lower_leg;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;pressing;;;4;;TEAM GOLF;;;;
;;;;;;;;;;direct_contact;ball_contact;;;upper_arm;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_not_required;FALSE;;;;yellow_card;;;;;;;;;;pushing_on;;;13;;TEAM INDIA;;;;
;;;;;;;;;;indirect_contact;teammate;;;unidentifiable;;;;;;;;;;;;play_stopped;foul_for;medic_required;FALSE;;;;;;;;;;;;;;block;;;13;;TEAM KILO;;;;
;;;;;;;;;;non_contact;opposing_player;;;unidentifiable;;;;;;;;;;;;no_action;;medic_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;17;;TEAM DELTA;;;;
;;;;;;;;;;direct_contact;ball_contact;;;upper_arm;;;;;;;;;;;;play_stopped;foul_for;medic_required;TRUE;;;;;;;;;;;246.987892;;;aerial_control;;;27;;TEAM NOVEMBER;;;;
;;;;;;;;;;direct_contact;opposing_player;;;hip_pelvis_groin;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;17;;TEAM ALPHA;;;;
;;;;;;;;;;indirect_contact;ball_contact;;;thigh;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;pass;;;12;;TEAM HOTEL;;;;
;;;;;;;;;;direct_contact;opposing_player;;;lower_leg;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;pushing_on;;;13;;TEAM KILO;;;;
;;;;;;;;;;non_contact;teammate;;;thigh;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;sub;;;;;;;;;;;pass;;;11;;TEAM GOLF;;;;
;;;;;;;;;;direct_contact;ball_contact;;;upper_arm;;;;;;;;;;;;no_action;;medic_not_required;TRUE;;;;;;;;;;;171.825754;;;ball_progression;;;15;;TEAM MIKE;;;;
;;;;;;;;;;direct_contact;pitch_object;;;foot;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;aerial_control;;;7;;TEAM NOVEMBER;;;;
;;;;;;;;;;direct_contact;opposing_player;;;lower_arm;;;;;;;;;;;;play_on;;medic_required;FALSE;;;;;;;;;;;;;;block;;;8;;TEAM OSCAR;;;;
;;;;;;;;;;non_contact;opposing_player;;;shoulder;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;aerial_control;;;6;;TEAM KILO;;;;
